Installed 1 package in 2ms
apps/backend/app/modules/online_payments/email_templates.py:52: unused variable 'EMAIL_ONLINE_PAYMENT_SUCCEEDED' (60% confidence)
apps/backend/app/modules/online_payments/email_templates.py:53: unused variable 'EMAIL_ONLINE_PAYMENT_REFUNDED' (60% confidence)
apps/backend/app/modules/online_payments/email_templates.py:55: unused variable 'EMAIL_ONLINE_PAYMENT_CANCELED' (60% confidence)
apps/backend/app/modules/online_payments/email_templates.py:57: unused variable 'EMAIL_FISCAL_RECEIPT_FAILED' (60% confidence)
apps/backend/app/modules/online_payments/email_templates.py:59: unused variable 'EMAIL_AUTOPAY_CHARGE_SUCCEEDED' (60% confidence)
apps/backend/app/modules/online_payments/email_templates.py:60: unused variable 'EMAIL_AUTOPAY_CHARGE_FAILED' (60% confidence)
apps/backend/app/modules/online_payments/models.py:107: unused variable 'initiated_at' (60% confidence)
apps/backend/app/modules/online_payments/repository.py:93: unused function 'get_online_payment_by_id' (60% confidence)
apps/backend/app/modules/online_payments/router.py:103: unused function 'sell_membership_redirect' (60% confidence)
apps/backend/app/modules/online_payments/router.py:157: unused function 'sell_membership_qr' (60% confidence)
apps/backend/app/modules/online_payments/router.py:213: unused function 'sell_pt_package_redirect' (60% confidence)
apps/backend/app/modules/online_payments/router.py:261: unused function 'sell_pt_package_qr' (60% confidence)
apps/backend/app/modules/online_payments/router.py:312: unused function 'online_payment_return' (60% confidence)
apps/backend/app/modules/online_payments/router.py:359: unused function 'refund_membership_online' (60% confidence)
apps/backend/app/modules/online_payments/router.py:416: unused function 'refund_pt_package_online' (60% confidence)
apps/backend/app/modules/online_payments/schemas.py:30: unused method '_exactly_one' (60% confidence)
apps/backend/app/modules/online_payments/service.py:572: unused function 'phase49_fiscal_dispatcher_stub' (60% confidence)
apps/backend/app/modules/online_refunds/constants.py:25: unused variable 'ORIGINAL_PAYMENT_NOT_FOUND' (60% confidence)
apps/backend/app/modules/online_refunds/constants.py:26: unused variable 'ONLINE_PAYMENT_NOT_FOUND' (60% confidence)
apps/backend/app/modules/online_refunds/repository.py:64: unused function 'get_online_refund_by_yookassa_refund_id' (60% confidence)
apps/backend/app/modules/payment_methods/models.py:34: unused class 'ClientPaymentMethod' (60% confidence)
apps/backend/app/modules/payment_methods/models.py:51: unused variable 'brand' (60% confidence)
apps/backend/app/modules/payment_methods/models.py:54: unused variable 'autopay_enabled' (60% confidence)
apps/backend/app/modules/payment_methods/models.py:57: unused variable 'consent_recorded_at' (60% confidence)
apps/backend/app/modules/payment_methods/models.py:60: unused variable 'unlinked_at' (60% confidence)
apps/backend/app/modules/payment_methods/schemas.py:25: unused variable 'brand' (60% confidence)
apps/backend/app/modules/payment_methods/schemas.py:28: unused variable 'autopay_enabled' (60% confidence)
apps/backend/app/modules/payment_methods/schemas.py:29: unused variable 'consent_recorded_at' (60% confidence)
apps/backend/app/modules/payments/models.py:90: unused variable 'audit_log_id' (60% confidence)
apps/backend/app/modules/payments/models.py:174: unused variable 'enqueued_at' (60% confidence)
apps/backend/app/modules/payments/router.py:43: unused function 'list_payments' (60% confidence)
apps/backend/app/modules/payments/router.py:63: unused function 'list_payments_by_client' (60% confidence)
apps/backend/app/modules/payments/router.py:87: unused function 'list_payments_by_membership' (60% confidence)
apps/backend/app/modules/payments/router.py:110: unused function 'refund_payment_endpoint' (60% confidence)
apps/backend/app/modules/payments/schemas.py:62: unused variable 'audit_log_id' (60% confidence)
apps/backend/app/modules/payroll/models.py:179: unused variable 'paid_by_user_id' (60% confidence)
apps/backend/app/modules/payroll/models.py:200: unused variable 'source_refund_payment_id' (60% confidence)
apps/backend/app/modules/payroll/models.py:210: unused variable 'audit_log_id' (60% confidence)
apps/backend/app/modules/payroll/router.py:78: unused function 'set_trainer_comp_config' (60% confidence)
apps/backend/app/modules/payroll/router.py:102: unused function 'get_trainer_comp_config' (60% confidence)
apps/backend/app/modules/payroll/router.py:126: unused function 'preview_payroll' (60% confidence)
apps/backend/app/modules/payroll/router.py:164: unused function 'list_payroll_accruals' (60% confidence)
apps/backend/app/modules/payroll/router.py:208: unused function 'create_accrual' (60% confidence)
apps/backend/app/modules/payroll/schemas.py:78: unused method 'validate_period_order' (60% confidence)
apps/backend/app/modules/payroll/schemas.py:109: unused variable 'paid_by_user_id' (60% confidence)
apps/backend/app/modules/payroll/schemas.py:111: unused variable 'source_refund_payment_id' (60% confidence)
apps/backend/app/modules/payroll/service.py:495: unused attribute 'paid_by_user_id' (60% confidence)
apps/backend/app/modules/promo_codes/models.py:135: unused variable 'redeemed_at' (60% confidence)
apps/backend/app/modules/promo_codes/router.py:56: unused function 'list_promo_codes_endpoint' (60% confidence)
apps/backend/app/modules/promo_codes/router.py:73: unused function 'create_promo_code_endpoint' (60% confidence)
apps/backend/app/modules/promo_codes/router.py:90: unused function 'edit_promo_code_endpoint' (60% confidence)
apps/backend/app/modules/promo_codes/router.py:107: unused function 'deactivate_promo_code_endpoint' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:42: unused method 'validate_discount_value_positive' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:44: unused variable 'cls' (100% confidence)
apps/backend/app/modules/promo_codes/schemas.py:49: unused method 'validate_applicable_to' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:51: unused variable 'cls' (100% confidence)
apps/backend/app/modules/promo_codes/schemas.py:58: unused method 'model_post_init' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:58: unused variable '__context' (100% confidence)
apps/backend/app/modules/promo_codes/schemas.py:65: unused method 'validate_validity_window' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:93: unused method 'validate_discount_value_positive' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:95: unused variable 'cls' (100% confidence)
apps/backend/app/modules/promo_codes/schemas.py:100: unused method 'validate_applicable_to' (60% confidence)
apps/backend/app/modules/promo_codes/schemas.py:102: unused variable 'cls' (100% confidence)
apps/backend/app/modules/pt_packages/router.py:150: unused function 'archive_plan' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:49: unused variable 'EXHAUSTED' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:50: unused variable 'EXPIRED' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:51: unused variable 'CANCELLED' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:79: unused method '_trim' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:81: unused variable 'cls' (100% confidence)
apps/backend/app/modules/pt_packages/schemas.py:101: unused method '_reject_explicit_null' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:103: unused variable 'cls' (100% confidence)
apps/backend/app/modules/pt_packages/schemas.py:115: unused method '_trim' (60% confidence)
apps/backend/app/modules/pt_packages/schemas.py:117: unused variable 'cls' (100% confidence)
apps/backend/app/modules/pt_packages/service.py:263: unused function '_assert_can_expire' (60% confidence)
apps/backend/app/modules/pt_packages/service.py:268: unused function '_assert_can_exhaust' (60% confidence)
apps/backend/app/modules/referrals/models.py:114: unused variable 'referral_code_id' (60% confidence)
apps/backend/app/modules/referrals/router.py:54: unused function 'public_resolve_referral_code' (60% confidence)
apps/backend/app/modules/referrals/router.py:86: unused function 'client_get_referral_code' (60% confidence)
apps/backend/app/modules/referrals/router.py:109: unused function 'client_get_referral_summary' (60% confidence)
apps/backend/app/modules/referrals/router.py:131: unused function 'client_capture_referral' (60% confidence)
apps/backend/app/modules/referrals/router.py:163: unused function 'owner_get_referral_config' (60% confidence)
apps/backend/app/modules/referrals/router.py:185: unused function 'owner_update_referral_config' (60% confidence)
apps/backend/app/modules/referrals/schemas.py:42: unused variable 'valid' (60% confidence)
apps/backend/app/modules/referrals/schemas.py:43: unused variable 'referrer_first_name' (60% confidence)
apps/backend/app/modules/referrals/schemas.py:44: unused variable 'welcome_bonus_kopecks' (60% confidence)
apps/backend/app/modules/referrals/schemas.py:98: unused variable 'joined_at' (60% confidence)
apps/backend/app/modules/referrals/schemas.py:100: unused variable 'bonus_kopecks' (60% confidence)
apps/backend/app/modules/reports/router.py:147: unused function 'get_revenue_csv' (60% confidence)
apps/backend/app/modules/reports/router.py:170: unused function 'get_clients_csv' (60% confidence)
apps/backend/app/modules/reports/router.py:191: unused function 'get_visits_csv' (60% confidence)
apps/backend/app/modules/reports/router.py:213: unused function 'get_payments_csv' (60% confidence)
apps/backend/app/modules/reports/router.py:244: unused function 'get_trainers_report' (60% confidence)
apps/backend/app/modules/reports/router.py:278: unused function 'get_trainers_csv' (60% confidence)
apps/backend/app/modules/reports/router.py:324: unused function 'get_cohort_report' (60% confidence)
apps/backend/app/modules/reports/router.py:352: unused function 'get_anomaly_report' (60% confidence)
apps/backend/app/modules/reports/router.py:380: unused function 'get_at_risk_report' (60% confidence)
apps/backend/app/modules/reports/router.py:472: unused function 'get_audit_log_csv' (60% confidence)
apps/backend/app/modules/reports/schemas.py:172: unused variable 'hourly' (60% confidence)
apps/backend/app/modules/reports/schemas.py:280: unused variable 'revenue_attribution_note' (60% confidence)
apps/backend/app/modules/reports/schemas.py:302: unused variable 'as_of' (60% confidence)
apps/backend/app/modules/reports/schemas.py:347: unused variable 'months' (60% confidence)
apps/backend/app/modules/reports/schemas.py:358: unused variable 'cohorts' (60% confidence)
apps/backend/app/modules/reports/schemas.py:411: unused variable 'sigma_threshold' (60% confidence)
apps/backend/app/modules/reports/schemas.py:438: unused variable 'membership_type' (60% confidence)
apps/backend/app/modules/reports/schemas.py:439: unused variable 'last_visit_date' (60% confidence)
apps/backend/app/modules/reports/schemas.py:440: unused variable 'days_since_visit' (60% confidence)
apps/backend/app/modules/reports/schemas.py:441: unused variable 'last_visit_label' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:56: unused variable 'BOOKED' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:57: unused variable 'CANCELLED' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:188: unused method '_end_after_start' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:194: unused method '_valid_window' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:234: unused method '_must_be_aware' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:236: unused variable 'cls' (100% confidence)
apps/backend/app/modules/schedule/schemas.py:241: unused method '_block_end_after_start' (60% confidence)
apps/backend/app/modules/schedule/schemas.py:273: unused variable 'conflicting_slot_ids' (60% confidence)
apps/backend/app/modules/settings/models.py:36: unused variable 'schedule_step_minutes' (60% confidence)
apps/backend/app/modules/settings/models.py:52: unused variable 'cancel_window_enabled' (60% confidence)
apps/backend/app/modules/settings/models.py:57: unused variable 'reschedule_same_day' (60% confidence)
apps/backend/app/modules/settings/models.py:62: unused variable 'no_show_penalty_kopecks' (60% confidence)
apps/backend/app/modules/settings/models.py:65: unused variable 'no_show_penalty_enabled' (60% confidence)
apps/backend/app/modules/settings/models.py:70: unused variable 'group_limit' (60% confidence)
apps/backend/app/modules/settings/models.py:73: unused variable 'waitlist_limit' (60% confidence)
apps/backend/app/modules/settings/models.py:76: unused variable 'waitlist_auto_transfer' (60% confidence)
apps/backend/app/modules/settings/models.py:81: unused variable 'client_self_book' (60% confidence)
apps/backend/app/modules/settings/models.py:84: unused variable 'show_trainer_windows' (60% confidence)
apps/backend/app/modules/settings/models.py:109: unused variable 'breaks' (60% confidence)
apps/backend/app/modules/settings/models.py:154: unused variable 'sender_signature' (60% confidence)
apps/backend/app/modules/settings/models.py:157: unused variable 'quiet_hours_start' (60% confidence)
apps/backend/app/modules/settings/models.py:158: unused variable 'quiet_hours_end' (60% confidence)
apps/backend/app/modules/settings/router.py:46: unused function 'owner_get_working_hours' (60% confidence)
apps/backend/app/modules/settings/router.py:66: unused function 'owner_update_working_hours' (60% confidence)
apps/backend/app/modules/settings/router.py:96: unused function 'owner_get_booking_config' (60% confidence)
apps/backend/app/modules/settings/router.py:116: unused function 'owner_update_booking_config' (60% confidence)
apps/backend/app/modules/settings/router.py:146: unused function 'owner_get_notification_prefs' (60% confidence)
apps/backend/app/modules/settings/router.py:166: unused function 'owner_update_notification_prefs' (60% confidence)
apps/backend/app/modules/settings/schemas.py:44: unused variable 'breaks' (60% confidence)
apps/backend/app/modules/settings/schemas.py:58: unused variable 'breaks' (60% confidence)
apps/backend/app/modules/settings/schemas.py:74: unused variable 'schedule_step_minutes' (60% confidence)
apps/backend/app/modules/settings/schemas.py:78: unused variable 'cancel_window_enabled' (60% confidence)
apps/backend/app/modules/settings/schemas.py:79: unused variable 'reschedule_same_day' (60% confidence)
apps/backend/app/modules/settings/schemas.py:80: unused variable 'no_show_penalty_kopecks' (60% confidence)
apps/backend/app/modules/settings/schemas.py:81: unused variable 'no_show_penalty_enabled' (60% confidence)
apps/backend/app/modules/settings/schemas.py:82: unused variable 'group_limit' (60% confidence)
apps/backend/app/modules/settings/schemas.py:83: unused variable 'waitlist_limit' (60% confidence)
apps/backend/app/modules/settings/schemas.py:84: unused variable 'waitlist_auto_transfer' (60% confidence)
apps/backend/app/modules/settings/schemas.py:85: unused variable 'client_self_book' (60% confidence)
apps/backend/app/modules/settings/schemas.py:86: unused variable 'show_trainer_windows' (60% confidence)
apps/backend/app/modules/settings/schemas.py:105: unused variable 'schedule_step_minutes' (60% confidence)
apps/backend/app/modules/settings/schemas.py:109: unused variable 'cancel_window_enabled' (60% confidence)
apps/backend/app/modules/settings/schemas.py:110: unused variable 'reschedule_same_day' (60% confidence)
apps/backend/app/modules/settings/schemas.py:111: unused variable 'no_show_penalty_kopecks' (60% confidence)
apps/backend/app/modules/settings/schemas.py:112: unused variable 'no_show_penalty_enabled' (60% confidence)
apps/backend/app/modules/settings/schemas.py:113: unused variable 'group_limit' (60% confidence)
apps/backend/app/modules/settings/schemas.py:114: unused variable 'waitlist_limit' (60% confidence)
apps/backend/app/modules/settings/schemas.py:115: unused variable 'waitlist_auto_transfer' (60% confidence)
apps/backend/app/modules/settings/schemas.py:116: unused variable 'client_self_book' (60% confidence)
apps/backend/app/modules/settings/schemas.py:117: unused variable 'show_trainer_windows' (60% confidence)
apps/backend/app/modules/settings/schemas.py:119: unused method 'validate_schedule_step' (60% confidence)
apps/backend/app/modules/settings/schemas.py:121: unused variable 'cls' (100% confidence)
apps/backend/app/modules/settings/schemas.py:147: unused variable 'sender_signature' (60% confidence)
apps/backend/app/modules/settings/schemas.py:148: unused variable 'quiet_hours_start' (60% confidence)
apps/backend/app/modules/settings/schemas.py:149: unused variable 'quiet_hours_end' (60% confidence)
apps/backend/app/modules/settings/schemas.py:164: unused variable 'sender_signature' (60% confidence)
apps/backend/app/modules/settings/schemas.py:165: unused variable 'quiet_hours_start' (60% confidence)
apps/backend/app/modules/settings/schemas.py:166: unused variable 'quiet_hours_end' (60% confidence)
apps/backend/app/modules/settings/schemas.py:168: unused method 'validate_sender_signature' (60% confidence)
apps/backend/app/modules/settings/schemas.py:170: unused variable 'cls' (100% confidence)
apps/backend/app/modules/settings/schemas.py:182: unused method 'validate_hhmm' (60% confidence)
apps/backend/app/modules/settings/schemas.py:184: unused variable 'cls' (100% confidence)
apps/backend/app/modules/trainers/models.py:36: unused variable 'bio' (60% confidence)
apps/backend/app/modules/trainers/models.py:37: unused variable 'specialization' (60% confidence)
apps/backend/app/modules/trainers/models.py:40: unused variable 'photo_url' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:55: unused variable 'bio' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:56: unused variable 'specialization' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:58: unused variable 'photo_url' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:60: unused method '_validate_photo_url_scheme' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:62: unused variable 'cls' (100% confidence)
apps/backend/app/modules/trainers/schemas.py:89: unused variable 'bio' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:90: unused variable 'specialization' (60% confidence)
apps/backend/app/modules/trainers/schemas.py:91: unused variable 'photo_url' (60% confidence)
apps/backend/app/modules/users/permissions.py:14: unused variable 'USERS_RESOURCE' (60% confidence)
apps/backend/app/modules/users/router.py:78: unused function 'list_users_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:93: unused function 'create_user_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:119: unused function 'deactivate_user_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:135: unused function 'reactivate_user_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:151: unused function 'change_user_role_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:175: unused function 'soft_delete_user_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:195: unused function 'revoke_invitation_endpoint' (60% confidence)
apps/backend/app/modules/users/router.py:229: unused function 'accept_invitation_endpoint' (60% confidence)
apps/backend/app/modules/users/schemas.py:62: unused variable 'invitation_expires_at' (60% confidence)
apps/backend/app/modules/users/schemas.py:63: unused variable 'invitation_token_id' (60% confidence)
apps/backend/app/modules/users/schemas.py:65: unused property 'is_deactivated' (60% confidence)
apps/backend/app/modules/users/schemas.py:78: unused variable 'invitation_expires_at' (60% confidence)
apps/backend/app/modules/users/schemas.py:80: unused variable 'invite_link_url' (60% confidence)
apps/backend/app/modules/visits/router.py:65: unused function 'get_visits_meta' (60% confidence)
apps/backend/app/modules/visits/router.py:110: unused function 'create_visit' (60% confidence)
apps/backend/app/modules/visits/schemas.py:44: unused variable 'model_config' (60% confidence)
apps/backend/app/modules/visits/service.py:84: unused function '_today_msk' (60% confidence)
apps/backend/app/modules/visits/service.py:88: unused function '_assert_within_gym_hours' (60% confidence)
apps/backend/app/workers/__init__.py:472: unused method 'on_job_start' (60% confidence)
apps/backend/app/workers/__init__.py:500: unused method 'on_job_end' (60% confidence)
